entityName,year,value
Restaurator,1050,1.0
Zahnärztin,1050,1.0
Philosoph,1100,18.0
Historiker,1100,8.0
Arzt,1100,9.0
Schriftsteller,1100,24.0
Geschichtsschreiber,1100,8.0
Politiker,1100,5.0
Rabbiner,1100,9.0
Statthalter,1100,1.0
Philologe,1100,3.0
Adel,1100,85.0
König,1100,13.0
Beamter,1100,8.0
Erfinder,1100,1.0
Kaiser,1100,2.0
Heilige,1100,1.0
Astronom,1100,3.0
Künstler,1100,1.0
Satiriker,1100,1.0
Grammatiker,1100,3.0
Geograf,1100,1.0
Jurist,1100,4.0
Gelehrter,1100,20.0
Diplomat,1100,4.0
Übersetzer,1100,3.0
Priester,1100,4.0
Sänger,1100,1.0
Musiker,1100,2.0
Komponist,1100,2.0
Schriftstellerin,1100,2.0
Heiliger,1100,14.0
Maler,1100,1.0
Autor,1100,4.0
Lyriker,1100,6.0
Geistlicher,1100,6.0
Theologe,1100,20.0
Bischof,1100,25.0
Soldat,1100,1.0
Kaiserin,1100,2.0
Mönch,1100,22.0
Familie,1100,29.0
Patriarch,1100,3.0
Papst,1100,2.0
Feldherr,1100,1.0
Abt,1100,17.0
Katholikos,1100,1.0
Erzbischof,1100,15.0
Nonne,1100,2.0
Hagiograf,1100,1.0
Königin,1100,7.0
Rechtsgelehrter,1100,4.0
Buddhist,1100,1.0
Herzogin,1100,7.0
Katholischer Theologe,1100,2.0
Graf,1100,31.0
Herzog,1100,21.0
Einsiedler,1100,2.0
Äbtissin,1100,3.0
Prinz,1100,1.0
Mathematiker,1100,3.0
Mystiker,1100,5.0
Chronist,1100,5.0
Höfling,1100,1.0
Fürst,1100,4.0
Mystikerin,1100,1.0
Kadi,1100,2.0
Kanzler,1100,2.0
Sufi,1100,3.0
Diakon,1100,2.0
Markgraf,1100,11.0
Emir,1100,1.0
Komponistin,1100,1.0
Großfürst,1100,1.0
Fürstin,1100,1.0
Prediger,1100,1.0
Pfalzgraf,1100,3.0
Gräfin,1100,6.0
Ritter,1100,4.0
Vogt,1100,3.0
Kardinal,1100,1.0
Prinzessin,1100,4.0
Klerus,1100,1.0
Gesandter,1100,1.0
Ordensgründer,1100,3.0
Burggraf,1100,1.0
Seliger,1100,1.0
Baumeister,1100,1.0
Kanoniker,1100,2.0
Exeget,1100,1.0
Ulema,1100,1.0
Großmeister,1100,1.0
Freiherr,1100,1.0
Bildhauer,1100,1.0
Sultan,1100,1.0
Atabeg,1100,1.0
Propst,1100,5.0
Fürstbischof,1100,1.0
Kanonist,1100,1.0
Theologie,1100,1.0
Ordensschwester,1100,2.0
Troubadour,1100,2.0
Sekretär,1100,2.0
Kirchenrecht,1100,1.0
Hochschullehrer,1100,1.0
Baron,1100,1.0
Grundherr,1100,1.0
Kanonissen,1100,1.0
Koadjutor,1100,1.0
Laienbruder,1100,1.0
Literarische Gestalt,1100,1.0
Ingenieur,1100,1.0
Wallfahrer,1100,1.0
Wissenschaftler,1100,1.0
Krieger,1100,1.0
Bibliograf,1100,1.0
Kubrawi,1100,1.0
Landgräfin,1100,1.0
Bibliophiler,1100,1.0
Krankenpfleger,1100,1.0
Landgraf,1100,1.0
Minnesänger,1100,1.0
Kreuzfahrer,1100,1.0
Jinshi,1100,1.0
Revolutionär,1100,1.0
Samurai,1100,1.0
Geld,1100,1.0
Tosafisten,1100,1.0
Fiktive Gestalt,1100,1.0
Mufti,1100,1.0
Mechaniker,1100,1.0
Sakyapa,1100,1.0
Philosoph,1150,12.0
Historiker,1150,7.0
Arzt,1150,7.0
Schriftsteller,1150,42.0
Geschichtsschreiber,1150,9.0
Biograf,1150,1.0
Politiker,1150,5.0
Rabbiner,1150,5.0
Philologe,1150,4.0
Adel,1150,91.0
König,1150,17.0
Beamter,1150,4.0
Kaiser,1150,4.0
Naturwissenschaftler,1150,1.0
Heilige,1150,2.0
Kalligraph,1150,2.0
Künstler,1150,2.0
Herrscher,1150,3.0
Pädagoge,1150,2.0
Grammatiker,1150,2.0
Geograf,1150,3.0
Jurist,1150,8.0
Gelehrter,1150,17.0
Diplomat,1150,1.0
Übersetzer,1150,4.0
Bürgermeister,1150,1.0
Musiker,1150,1.0
Komponist,1150,3.0
Schriftstellerin,1150,1.0
Heiliger,1150,17.0
Maler,1150,7.0
Autor,1150,3.0
Lyriker,1150,4.0
Geistlicher,1150,10.0
Theologe,1150,24.0
Patriziat,1150,2.0
Physiker,1150,1.0
Bischof,1150,34.0
General,1150,1.0
Soldat,1150,1.0
Missionar,1150,3.0
Kaiserin,1150,5.0
Alchemist,1150,3.0
Kirchenlehrer,1150,1.0
Mönch,1150,18.0
Familie,1150,8.0
Patriarch,1150,1.0
Papst,1150,5.0
Feldherr,1150,1.0
Abt,1150,13.0
Erzbischof,1150,15.0
Nonne,1150,3.0
Hagiograf,1150,1.0
Königin,1150,9.0
Rechtsgelehrter,1150,3.0
Buddhist,1150,1.0
Herzogin,1150,4.0
Katholischer Theologe,1150,2.0
Graf,1150,44.0
Apotheker,1150,1.0
Goldschmied,1150,2.0
Herzog,1150,21.0
Einsiedler,1150,1.0
Äbtissin,1150,1.0
Kaufmann,1150,1.0
Mathematiker,1150,2.0
Hofbeamter,1150,3.0
Mystiker,1150,6.0
Chronist,1150,6.0
Religiöser Führer,1150,1.0
Fürst,1150,3.0
Mystikerin,1150,2.0
Islamwissenschaftler,1150,2.0
Weiblicher Adel,1150,1.0
Lyrikerin,1150,2.0
Domkapitular,1150,3.0
Kanzler,1150,1.0
Sufi,1150,6.0
Diakon,1150,1.0
Reisender,1150,1.0
Bibliothekar,1150,1.0
Doge,1150,2.0
Markgraf,1150,6.0
Botaniker,1150,1.0
Selige,1150,1.0
Emir,1150,2.0
Komponistin,1150,2.0
Architekt,1150,1.0
Polyhistor,1150,1.0
Fürstin,1150,1.0
Pfalzgraf,1150,2.0
Gräfin,1150,9.0
Ritter,1150,5.0
Skalde,1150,1.0
Vogt,1150,2.0
Talmudist,1150,2.0
Hofdame,1150,1.0
Pfalzgräfin,1150,1.0
Kardinal,1150,4.0
Richter,1150,2.0
Klerus,1150,1.0
Gesandter,1150,1.0
Ordensgründer,1150,5.0
Burggraf,1150,2.0
Seliger,1150,5.0
Ordenspriester,1150,1.0
Kanoniker,1150,2.0
Herrscherin,1150,1.0
Prior,1150,4.0
Stifter,1150,1.0
Regierungsbeamter,1150,1.0
Dompropst,1150,1.0
Schreiber,1150,2.0
Dirigent,1150,1.0
Stammvater,1150,2.0
Generaloberer,1150,3.0
Bildhauer,1150,1.0
Propst,1150,1.0
Literaturwissenschaftler,1150,2.0
Kanonist,1150,2.0
Ordensschwester,1150,2.0
Troubadour,1150,7.0
Landgraf,1150,1.0
Minnesänger,1150,3.0
Kreuzfahrer,1150,4.0
Khan,1150,2.0
Herr,1150,2.0
Trobairitz,1150,2.0
Kurfürst,1150,2.0
Geistlicher Fürst,1150,1.0
Kopten,1150,1.0
Offizial,1150,1.0
Kreuzzug,1150,1.0
Kämmerer,1150,1.0
Mätresse,1150,1.0
Sammler,1150,1.0
Weihbischof,1150,1.0
Reichsfürst,1150,1.0
Miniaturist,1150,1.0
Religionsphilosoph,1150,1.0
Rechtsmediziner,1150,1.0
Häuptling,1150,1.0
Taoismus,1150,1.0
Kryptologe,1150,1.0
Silberschmied,1150,1.0
Ratgeber,1150,1.0
Gode,1150,1.0
Abenteurer,1150,1.0
Dame,1150,1.0
Landesherr,1150,1.0
Vikar,1150,1.0
Erzieher,1150,1.0
Nyingmapa,1150,1.0
Yogi,1150,1.0
Vizegraf,1150,1.0
Sängerin,1150,1.0
Liederdichter,1150,1.0
Bäuerin,1150,1.0
Hofamt,1150,1.0
Novizenmeister,1150,1.0
Chorherren,1150,1.0
Philosoph,1200,19.0
Historiker,1200,12.0
Arzt,1200,9.0
Schriftsteller,1200,37.0
Geschichtsschreiber,1200,9.0
Biograf,1200,1.0
Politiker,1200,4.0
Rabbiner,1200,7.0
Senator,1200,1.0
Statthalter,1200,2.0
Philologe,1200,1.0
Adel,1200,116.0
Chirurg,1200,2.0
König,1200,19.0
Beamter,1200,4.0
Kaiser,1200,3.0
Naturwissenschaftler,1200,3.0
Heilige,1200,4.0
Kalligraph,1200,5.0
Astronom,1200,3.0
Herrscher,1200,4.0
Märtyrerin,1200,1.0
Grammatiker,1200,1.0
Geograf,1200,3.0
Jurist,1200,12.0
Gelehrter,1200,11.0
Diplomat,1200,4.0
Übersetzer,1200,1.0
Priester,1200,3.0
Sänger,1200,1.0
Komponist,1200,1.0
Schriftstellerin,1200,3.0
Heiliger,1200,13.0
Maler,1200,6.0
Autor,1200,5.0
Lyriker,1200,6.0
Geistlicher,1200,7.0
Theologe,1200,27.0
Patriziat,1200,1.0
Lehrer,1200,1.0
Bischof,1200,33.0
Militär,1200,2.0
General,1200,3.0
Soldat,1200,1.0
Missionar,1200,3.0
Alchemist,1200,1.0
Kirchenlehrer,1200,1.0
Mönch,1200,30.0
Familie,1200,13.0
Patriarch,1200,8.0
Papst,1200,11.0
Feldherr,1200,1.0
Abt,1200,7.0
Katholikos,1200,1.0
Erzbischof,1200,16.0
Nonne,1200,8.0
Hagiograf,1200,1.0
Königin,1200,7.0
Rechtsgelehrter,1200,6.0
Herzogin,1200,10.0
Buddhismus,1200,1.0
Kronprinz,1200,1.0
Katholischer Theologe,1200,1.0
Graf,1200,37.0
Ehefrau,1200,1.0
Herzog,1200,21.0
Einsiedler,1200,2.0
Äbtissin,1200,5.0
Mathematiker,1200,1.0
Minister,1200,1.0
Mystiker,1200,4.0
Chronist,1200,6.0
Astrologe,1200,1.0
Religiöser Führer,1200,1.0
Fürst,1200,4.0
Linguist,1200,1.0
Mystikerin,1200,3.0
Islamwissenschaftler,1200,1.0
Weiblicher Adel,1200,2.0
Kadi,1200,1.0
Domkapitular,1200,2.0
Kanzler,1200,2.0
Sufi,1200,5.0
Reisender,1200,1.0
Doge,1200,1.0
Markgraf,1200,12.0
Markgräfin,1200,3.0
Selige,1200,10.0
Regent,1200,1.0
Architekt,1200,2.0
Zar,1200,1.0
Großfürst,1200,1.0
Polyhistor,1200,1.0
Prediger,1200,2.0
Pfalzgraf,1200,2.0
Stifterin,1200,1.0
Gräfin,1200,6.0
Ritter,1200,3.0
Vogt,1200,1.0
Talmudist,1200,1.0
Mäzenin,1200,1.0
Pfalzgräfin,1200,1.0
Kardinal,1200,12.0
Prinzessin,1200,2.0
Richter,1200,1.0
Lama,1200,1.0
Gesandter,1200,1.0
Burggraf,1200,1.0
Seliger,1200,7.0
Berater,1200,1.0
Baumeister,1200,3.0
Kanoniker,1200,4.0
Archidiakon,1200,5.0
Exeget,1200,1.0
Prior,1200,2.0
Stifter,1200,1.0
Schriftkünstler,1200,1.0
Dompropst,1200,1.0
Kartograf,1200,2.0
Großmeister,1200,1.0
Waka,1200,1.0
Notar,1200,1.0
Schreiber,1200,1.0
Freiherr,1200,1.0
Autorin,1200,1.0
Generaloberer,1200,1.0
Bildhauer,1200,3.0
Sultan,1200,3.0
Propst,1200,3.0
Kanonist,1200,1.0
Ordensschwester,1200,1.0
Troubadour,1200,7.0
Laienbruder,1200,3.0
Literarische Gestalt,1200,1.0
Wallfahrer,1200,1.0
Krieger,1200,1.0
Landgraf,1200,3.0
Minnesänger,1200,1.0
Kreuzfahrer,1200,1.0
Fiktive Gestalt,1200,1.0
Khan,1200,1.0
Taoismus,1200,1.0
Ratgeber,1200,1.0
Gode,1200,1.0
Landesherr,1200,2.0
Pfarrer,1200,4.0
Landrichter,1200,2.0
Generalvikar,1200,2.0
Botschafter,1200,2.0
Komtur,1200,1.0
Leibarzt,1200,1.0
Stadtrichter,1200,1.0
Camerlengo,1200,1.0
Weber,1200,1.0
Gutsherr,1200,1.0
Stadtschreiber,1200,1.0
Logiker,1200,1.0
Fernhandel,1200,1.0
Reichsvogt,1200,1.0
Justizminister,1200,1.0
Buchmaler,1200,1.0
Heiligsprechung,1200,1.0
Landeshauptmann,1200,1.0
Admiral,1200,1.0
Handwerker,1200,1.0
Forschungsreisender,1200,1.0
Fiktiver Autor,1200,1.0
Päpstlicher Legat,1200,1.0
Shōgun,1200,1.0
Provinzial,1200,1.0
Oberhaupt,1200,1.0
Landvogt,1200,1.0
Prälat,1200,1.0
Bon-Religion,1200,1.0
Stadtrat,1200,1.0
Magister,1200,1.0
Spruchdichter,1200,1.0
Thomismus,1200,1.0
Dominikanerinnenkloster,1200,1.0
Häretiker,1200,1.0
Subdiakon,1200,1.0
Mosaizist,1200,1.0
Burgfrau,1200,1.0
Philosoph,1250,17.0
Historiker,1250,13.0
Arzt,1250,18.0
Rechtsanwalt,1250,1.0
Schriftsteller,1250,65.0
Geschichtsschreiber,1250,5.0
Biograf,1250,1.0
Schriftgelehrter,1250,1.0
Politiker,1250,11.0
Rabbiner,1250,3.0
Statthalter,1250,2.0
Philologe,1250,5.0
Adel,1250,169.0
König,1250,19.0
Beamter,1250,2.0
Kaiser,1250,5.0
Heilige,1250,3.0
Kalligraph,1250,7.0
Astronom,1250,3.0
Künstler,1250,7.0
Herrscher,1250,4.0
Kirchenhistoriker,1250,1.0
Pädagoge,1250,1.0
Grammatiker,1250,2.0
Geograf,1250,2.0
Jurist,1250,12.0
Gelehrter,1250,18.0
Malerin,1250,1.0
Diplomat,1250,1.0
Übersetzer,1250,5.0
Bürgermeister,1250,5.0
Priester,1250,4.0
Sänger,1250,1.0
Komponist,1250,2.0
Schriftstellerin,1250,2.0
Heiliger,1250,4.0
Kunstsammler,1250,1.0
Maler,1250,16.0
Autor,1250,4.0
Lyriker,1250,8.0
Geistlicher,1250,11.0
Theologe,1250,33.0
Patriziat,1250,5.0
Kirchenschriftsteller,1250,1.0
Lehrer,1250,1.0
Publizist,1250,2.0
Bischof,1250,38.0
Militär,1250,3.0
Soldat,1250,1.0
Missionar,1250,1.0
Mönch,1250,31.0
Familie,1250,13.0
Patriarch,1250,1.0
Papst,1250,4.0
Feldherr,1250,4.0
Abt,1250,5.0
Katholikos,1250,1.0
Erzbischof,1250,14.0
Nonne,1250,9.0
Hagiograf,1250,1.0
Königin,1250,15.0
Rechtsgelehrter,1250,5.0
Buddhist,1250,2.0
Herzogin,1250,11.0
Kronprinz,1250,1.0
Katholischer Theologe,1250,7.0
Händler,1250,2.0
Graf,1250,46.0
Goldschmied,1250,1.0
Herzog,1250,39.0
Äbtissin,1250,4.0
Kaufmann,1250,3.0
Prinz,1250,1.0
Mathematiker,1250,4.0
Minister,1250,1.0
Gouverneur,1250,1.0
Kommentator,1250,1.0
Mystiker,1250,7.0
Chronist,1250,8.0
Imam,1250,2.0
Lexikograf,1250,1.0
Astrologe,1250,2.0
Höfling,1250,2.0
Fürst,1250,2.0
Mystikerin,1250,5.0
Islamwissenschaftler,1250,1.0
Kadi,1250,2.0
Domkapitular,1250,2.0
Kanzler,1250,2.0
Sufi,1250,4.0
Reisender,1250,1.0
Doge,1250,2.0
Markgraf,1250,10.0
Botaniker,1250,1.0
Gegenpapst,1250,1.0
Markgräfin,1250,4.0
Selige,1250,1.0
Regent,1250,3.0
Architekt,1250,3.0
Kunsthandwerker,1250,1.0
Zar,1250,2.0
Großfürst,1250,2.0
Fürstin,1250,2.0
Prediger,1250,4.0
Pfalzgraf,1250,1.0
Gräfin,1250,6.0
Ritter,1250,10.0
Vogt,1250,1.0
Talmudist,1250,1.0
Regentin,1250,1.0
Musikwissenschaftler,1250,2.0
Kardinal,1250,13.0
Prinzessin,1250,1.0
Richter,1250,1.0
Lama,1250,2.0
Gesandter,1250,1.0
Burggraf,1250,4.0
Seliger,1250,8.0
Ordenspriester,1250,2.0
Baumeister,1250,3.0
Kanoniker,1250,5.0
Archidiakon,1250,2.0
Exeget,1250,3.0
Prior,1250,3.0
Stifter,1250,2.0
Dompropst,1250,2.0
Kartograf,1250,3.0
Großmeister,1250,1.0
Notar,1250,5.0
Scheich,1250,1.0
Freiherr,1250,2.0
Bildhauer,1250,3.0
Sultan,1250,3.0
Propst,1250,5.0
Literaturwissenschaftler,1250,1.0
Kanonist,1250,2.0
Troubadour,1250,2.0
Sekretär,1250,1.0
Hochschullehrer,1250,1.0
Literarische Gestalt,1250,1.0
Wallfahrer,1250,2.0
Krieger,1250,1.0
Landgraf,1250,6.0
Minnesänger,1250,3.0
Fiktive Gestalt,1250,1.0
Herr,1250,3.0
Kurfürst,1250,3.0
Kämmerer,1250,3.0
Weihbischof,1250,1.0
Taoismus,1250,1.0
Vikar,1250,1.0
Chorherren,1250,2.0
Pfarrer,1250,2.0
Komtur,1250,1.0
Leibarzt,1250,1.0
Buchmaler,1250,1.0
Landeshauptmann,1250,1.0
Admiral,1250,1.0
Forschungsreisender,1250,2.0
Päpstlicher Legat,1250,1.0
Provinzial,1250,2.0
Landvogt,1250,2.0
Mosaizist,1250,1.0
Ratsherr,1250,4.0
Söldnerführer,1250,3.0
Muslim,1250,2.0
Woiwode,1250,2.0
Humanist,1250,2.0
Podestà,1250,2.0
Romancier,1250,1.0
Anatom,1250,1.0
Raubritter,1250,1.0
Chorbischof,1250,1.0
Koch,1250,1.0
Dramatiker,1250,1.0
Stadtkämmerer,1250,1.0
Geheimer Rat,1250,1.0
Weibliche Geistliche,1250,1.0
Glasmaler,1250,1.0
Kommunalpolitiker,1250,1.0
Scotismus,1250,1.0
Tiantai-Schule,1250,1.0
Waldenser,1250,1.0
Reichsvikar,1250,1.0
Marschall,1250,1.0
Steinmetz,1250,1.0
Ministerialität,1250,1.0
Reiseschriftsteller,1250,1.0
Palamismus,1250,1.0
Hoherpriester,1250,1.0
Freiheitskämpfer,1250,1.0
Verwalter,1250,1.0
Leimen,1250,1.0
Glasmacher,1250,1.0
Landmarschall,1250,1.0
Superior,1250,1.0
Rāja,1250,1.0
Historische Persönlichkeit,1250,1.0
Fürstabt,1250,1.0
Malerei,1250,1.0
Adelsfamilie,1250,1.0
Tenno,1250,1.0
Hofnarr,1250,1.0
Dekan,1250,1.0
Philosoph,1300,14.0
Historiker,1300,15.0
Arzt,1300,7.0
Schriftsteller,1300,59.0
Geschichtsschreiber,1300,7.0
Offizier,1300,1.0
Politiker,1300,21.0
Rabbiner,1300,8.0
Statthalter,1300,3.0
Philologe,1300,1.0
Adel,1300,182.0
König,1300,16.0
Beamter,1300,2.0
Kaiser,1300,2.0
Heilige,1300,2.0
Kalligraph,1300,1.0
Astronom,1300,1.0
Künstler,1300,9.0
Herrscher,1300,2.0
Grammatiker,1300,2.0
Jurist,1300,22.0
Gelehrter,1300,15.0
Diplomat,1300,6.0
Übersetzer,1300,4.0
Bürgermeister,1300,2.0
Sportler,1300,1.0
Priester,1300,3.0
Unternehmer,1300,3.0
Musiker,1300,2.0
Komponist,1300,3.0
Schriftstellerin,1300,1.0
Buchhändler,1300,1.0
Heiliger,1300,2.0
Maler,1300,34.0
Autor,1300,8.0
Schauspieler,1300,1.0
Lyriker,1300,7.0
Geistlicher,1300,11.0
Theologe,1300,32.0
Patriziat,1300,9.0
Physiker,1300,1.0
Bischof,1300,51.0
Militär,1300,1.0
Soldat,1300,4.0
Kaiserin,1300,2.0
Alchemist,1300,2.0
Mönch,1300,25.0
Familie,1300,23.0
Patriarch,1300,4.0
Papst,1300,5.0
Feldherr,1300,3.0
Abt,1300,5.0
Asket,1300,1.0
Erzbischof,1300,23.0
Nonne,1300,2.0
Hagiograf,1300,1.0
Königin,1300,9.0
Rechtsgelehrter,1300,9.0
Buddhist,1300,2.0
Sagengestalt,1300,1.0
Herzogin,1300,15.0
Einsiedlerin,1300,1.0
Buddhismus,1300,1.0
Katholischer Theologe,1300,8.0
Christlicher Schriftsteller,1300,1.0
Graf,1300,48.0
Herzog,1300,53.0
Einsiedler,1300,1.0
Äbtissin,1300,3.0
Kaufmann,1300,12.0
Prinz,1300,2.0
Mathematiker,1300,4.0
Mystiker,1300,6.0
Metropolit,1300,2.0
Chronist,1300,17.0
Imam,1300,1.0
Fürst,1300,3.0
Malikiten,1300,1.0
Mystikerin,1300,4.0
Kadi,1300,4.0
Lyrikerin,1300,1.0
Domkapitular,1300,9.0
Kanzler,1300,3.0
Sufi,1300,5.0
Doge,1300,4.0
Markgraf,1300,6.0
Gegenpapst,1300,1.0
Markgräfin,1300,1.0
Selige,1300,2.0
Regent,1300,1.0
Architekt,1300,4.0
Großfürst,1300,1.0
Prediger,1300,2.0
Kanzleibeamter,1300,1.0
Pfalzgraf,1300,4.0
Gräfin,1300,14.0
Hofmeister,1300,2.0
Ritter,1300,10.0
Wesir,1300,1.0
Vogt,1300,2.0
Talmudist,1300,2.0
Mäzenin,1300,1.0
Kardinal,1300,8.0
Prinzessin,1300,6.0
Richter,1300,2.0
Lama,1300,2.0
Gesandter,1300,1.0
Tierarzt,1300,1.0
Burggraf,1300,2.0
Seliger,1300,3.0
Rebell,1300,1.0
Ordenspriester,1300,1.0
Baumeister,1300,6.0
Kanoniker,1300,3.0
Legat,1300,1.0
Archidiakon,1300,2.0
Exeget,1300,1.0
Prior,1300,2.0
Ulema,1300,1.0
Stifter,1300,3.0
Kartograf,1300,2.0
Großmeister,1300,1.0
Notar,1300,6.0
Schreiber,1300,1.0
Scheich,1300,1.0
Freiherr,1300,1.0
Hochadel,1300,1.0
Bildhauer,1300,5.0
Propst,1300,3.0
Literaturwissenschaftler,1300,1.0
Fürstbischof,1300,1.0
Kanonist,1300,3.0
Ordensschwester,1300,4.0
Hochschullehrer,1300,2.0
Grundherr,1300,1.0
Literarische Gestalt,1300,2.0
Landgraf,1300,4.0
Fiktive Gestalt,1300,2.0
Mufti,1300,1.0
Herr,1300,4.0
Kurfürst,1300,4.0
Offizial,1300,1.0
Kämmerer,1300,1.0
Häuptling,1300,1.0
Vikar,1300,1.0
Pfarrer,1300,2.0
Weber,1300,1.0
Stadtschreiber,1300,1.0
Buchmaler,1300,2.0
Admiral,1300,4.0
Handwerker,1300,1.0
Forschungsreisender,1300,1.0
Päpstlicher Legat,1300,1.0
Shōgun,1300,1.0
Landvogt,1300,1.0
Prälat,1300,1.0
Mosaizist,1300,1.0
Ratsherr,1300,12.0
Söldnerführer,1300,2.0
Woiwode,1300,2.0
Humanist,1300,7.0
Romancier,1300,1.0
Raubritter,1300,3.0
Weibliche Geistliche,1300,1.0
Glasmaler,1300,1.0
Kommunalpolitiker,1300,1.0
Reichsvikar,1300,1.0
Steinmetz,1300,1.0
Ministerialität,1300,1.0
Superior,1300,1.0
Fürstabt,1300,1.0
Adelsfamilie,1300,1.0
Amtmann,1300,5.0
Schultheiß,1300,3.0
Hauptmann,1300,2.0
Glockengießer,1300,1.0
Renga,1300,1.0
Großwesir,1300,1.0
Vizekönig,1300,1.0
Kugyō,1300,1.0
Großkanzler,1300,1.0
Gerichtsschreiber,1300,1.0
Führer,1300,1.0
Tyrann,1300,1.0
Humanismus,1300,1.0
Nuntius,1300,1.0
Arbeiter,1300,1.0
Kirchenlehrerin,1300,1.0
Barde,1300,1.0
Kastellan,1300,1.0
Bankier,1300,1.0
Eroberer,1300,1.0
Doktor,1300,1.0
Großinquisitor,1300,1.0
Gespan,1300,1.0
Domdekan,1300,1.0
Schneider,1300,1.0
Prokurator,1300,1.0
Tertön,1300,1.0
Rat,1300,1.0
Großgrundbesitzer,1300,1.0
Fechtmeister,1300,1.0
Werkmeister,1300,1.0
Augustiner,1300,1.0
Übersetzerin,1300,1.0
Zimmerer,1300,1.0
Čishtiyya,1300,1.0
Iranistik,1300,1.0
Buddhistin,1300,1.0
Polizeibeamter,1300,1.0
Kreditgeber,1300,1.0
Papiermacher,1300,1.0
Philosoph,1350,22.0
Historiker,1350,17.0
Arzt,1350,26.0
Rechtsanwalt,1350,1.0
Schriftsteller,1350,63.0
Geschichtsschreiber,1350,7.0
Offizier,1350,2.0
Politiker,1350,31.0
Rabbiner,1350,5.0
Verwaltungsbeamter,1350,1.0
Senator,1350,1.0
Statthalter,1350,2.0
Philologe,1350,3.0
Adel,1350,214.0
Chirurg,1350,1.0
König,1350,16.0
Beamter,1350,8.0
Kaiser,1350,5.0
Naturwissenschaftler,1350,1.0
Heilige,1350,4.0
Kalligraph,1350,1.0
Astronom,1350,12.0
Künstler,1350,30.0
Herrscher,1350,6.0
Pädagoge,1350,1.0
Grammatiker,1350,2.0
Geograf,1350,2.0
Jurist,1350,32.0
Gelehrter,1350,13.0
Diplomat,1350,21.0
Übersetzer,1350,7.0
Bürgermeister,1350,5.0
Priester,1350,7.0
Buchdrucker,1350,1.0
Sänger,1350,2.0
Rechtswissenschaft,1350,1.0
Unternehmer,1350,2.0
Musiker,1350,4.0
Entdecker,1350,1.0
Komponist,1350,17.0
Märtyrer,1350,2.0
Schriftstellerin,1350,2.0
Heiliger,1350,7.0
Dozent,1350,1.0
Kunstsammler,1350,1.0
Maler,1350,63.0
Autor,1350,11.0
Schauspieler,1350,1.0
Lyriker,1350,5.0
Geistlicher,1350,10.0
Drucker,1350,1.0
Theologe,1350,70.0
Zoologe,1350,1.0
Politikerin,1350,1.0
Patriziat,1350,6.0
Lehrer,1350,1.0
Physiker,1350,1.0
Bischof,1350,72.0
Militär,1350,4.0
General,1350,3.0
Soldat,1350,10.0
Alchemist,1350,1.0
Mönch,1350,30.0
Familie,1350,17.0
Patriarch,1350,7.0
Papst,1350,6.0
Feldherr,1350,6.0
Abt,1350,12.0
Erzbischof,1350,26.0
Nonne,1350,3.0
Hagiograf,1350,1.0
Königin,1350,14.0
Rechtsgelehrter,1350,5.0
Buddhist,1350,2.0
Herzogin,1350,20.0
Buddhismus,1350,1.0
Kronprinz,1350,1.0
Katholischer Theologe,1350,17.0
Händler,1350,7.0
Graf,1350,44.0
Apotheker,1350,1.0
Ehefrau,1350,1.0
Goldschmied,1350,4.0
Herzog,1350,59.0
Einsiedler,1350,2.0
Äbtissin,1350,2.0
Kaufmann,1350,26.0
Prinz,1350,4.0
Mathematiker,1350,8.0
Gouverneur,1350,3.0
Mystiker,1350,13.0
Chronist,1350,15.0
Religiöser Führer,1350,1.0
Höfling,1350,1.0
Fürst,1350,7.0
Linguist,1350,1.0
Mystikerin,1350,2.0
Präfekt,1350,1.0
Weiblicher Adel,1350,1.0
Kadi,1350,3.0
Domkapitular,1350,7.0
Kanzler,1350,4.0
Sufi,1350,5.0
Reisender,1350,2.0
Bibliothekar,1350,1.0
Doge,1350,2.0
Markgraf,1350,6.0
Markgräfin,1350,2.0
Selige,1350,2.0
Regent,1350,2.0
Architekt,1350,11.0
Zar,1350,1.0
Großfürst,1350,2.0
Mäzen,1350,2.0
Prediger,1350,11.0
Pfalzgraf,1350,6.0
Gräfin,1350,8.0
Hofmeister,1350,2.0
Ritter,1350,13.0
Vogt,1350,3.0
Talmudist,1350,1.0
Pfalzgräfin,1350,1.0
Musikwissenschaftler,1350,4.0
Kardinal,1350,17.0
Prinzessin,1350,3.0
Richter,1350,5.0
Klerus,1350,5.0
Lama,1350,1.0
Gesandter,1350,2.0
Burggraf,1350,2.0
Seliger,1350,1.0
Religionswissenschaftler,1350,1.0
Ordenspriester,1350,2.0
Baumeister,1350,11.0
Kanoniker,1350,7.0
Archidiakon,1350,2.0
Prior,1350,9.0
Stifter,1350,1.0
Dompropst,1350,1.0
Kartograf,1350,3.0
Notar,1350,5.0
Schreiber,1350,5.0
Freiherr,1350,2.0
Hochadel,1350,1.0
Autorin,1350,1.0
Generaloberer,1350,1.0
Bildhauer,1350,10.0
Sultan,1350,5.0
Propst,1350,7.0
Fürstbischof,1350,1.0
Kanonist,1350,2.0
Sekretär,1350,2.0
Hochschullehrer,1350,16.0
Kanonissen,1350,2.0
Ingenieur,1350,4.0
Krieger,1350,1.0
Bibliophiler,1350,1.0
Landgraf,1350,2.0
Minnesänger,1350,1.0
Mufti,1350,1.0
Herr,1350,2.0
Kurfürst,1350,7.0
Offizial,1350,1.0
